equipo_id,turno,falla_real,alarma,sensor2,demanda_repuestos
276,Dia,0,0,0,2
277,Dia,0,0,0,1
278,Dia,0,0,1,2
279,Dia,0,0,0,1
280,Noche,0,0,0,2
281,Dia,0,0,0,4
282,Noche,0,0,0,2
283,Dia,0,0,0,2
284,Dia,0,0,0,0
285,Noche,0,1,0,5
286,Dia,0,0,0,5
287,Dia,0,0,0,0
288,Noche,0,0,0,0
289,Noche,0,0,0,1
290,Noche,0,0,0,3
291,Dia,0,0,0,2
292,Noche,0,0,0,0
293,Noche,0,0,0,1
294,Noche,0,0,1,2
295,Noche,0,0,0,3
296,Dia,0,0,0,2
297,Noche,1,1,1,1
298,Noche,0,0,0,1
299,Noche,0,0,0,3
300,Noche,0,0,0,1
301,Dia,0,0,0,3
302,Dia,0,0,0,3
303,Dia,0,0,0,5
304,Dia,0,0,0,2
305,Dia,0,0,0,1
306,Dia,0,0,0,1
307,Noche,1,1,1,2
308,Dia,0,0,0,3
309,Noche,0,0,0,1
310,Noche,0,0,0,5
311,Dia,0,0,0,2
312,Dia,0,0,0,2
313,Noche,0,0,0,0
314,Noche,0,0,0,2
315,Dia,1,1,0,2
316,Dia,0,0,0,3
317,Noche,0,0,0,4
318,Noche,0,0,0,3
319,Noche,1,1,1,2
320,Noche,0,1,0,2
321,Noche,0,0,0,0
322,Dia,0,0,0,4
323,Dia,0,0,0,3
324,Dia,1,1,1,1
325,Noche,0,0,0,2
326,Dia,0,0,1,5
327,Noche,0,0,0,1
328,Noche,0,0,0,2
329,Dia,0,0,0,2
330,Noche,0,0,0,0
331,Dia,0,0,0,3
332,Noche,0,0,0,1
333,Noche,0,0,0,2
334,Noche,0,0,0,1
335,Noche,1,0,1,2
336,Noche,0,0,0,3
337,Dia,0,0,0,2
338,Noche,1,0,0,4
339,Noche,0,0,0,2
340,Dia,1,1,1,1
341,Noche,1,0,1,3
342,Dia,1,1,1,2
343,Noche,0,0,0,1
344,Noche,1,1,1,2
345,Dia,0,0,0,5
346,Dia,1,1,1,2
347,Noche,0,0,0,2
348,Noche,0,0,1,2
349,Noche,0,0,0,3
350,Dia,0,0,0,4
351,Dia,0,0,0,1
352,Dia,0,0,0,4
353,Dia,0,0,0,1
354,Noche,0,0,0,2
355,Dia,0,1,0,1
356,Dia,0,0,0,2
357,Noche,0,0,0,2
358,Dia,0,1,0,2
359,Dia,0,0,0,3
360,Dia,0,0,0,2
361,Dia,0,0,1,5
362,Noche,0,0,0,3
363,Noche,0,0,0,2
364,Noche,0,0,1,5
365,Noche,0,0,0,4
366,Noche,0,0,0,1
367,Dia,0,0,0,3
368,Dia,0,0,0,0
369,Noche,0,1,0,1
370,Noche,0,0,0,2
371,Dia,0,0,0,2
372,Noche,0,1,0,2
373,Noche,0,0,0,1
374,Dia,0,0,0,2
375,Dia,0,0,0,3
376,Noche,0,0,0,5
377,Noche,0,0,0,2
378,Dia,0,0,0,0
379,Noche,0,0,0,5
380,Noche,0,0,0,5
381,Noche,0,0,0,0
382,Dia,0,0,0,3
383,Dia,0,0,0,3
384,Noche,0,0,0,0
385,Dia,0,0,0,2
386,Dia,0,1,0,1
387,Noche,0,0,0,2
388,Dia,0,0,0,2
389,Dia,0,0,0,1
390,Dia,0,0,0,1
391,Dia,0,0,0,0
392,Noche,0,0,0,0
393,Dia,0,0,0,4
394,Noche,1,1,0,3
395,Noche,1,0,1,5
396,Noche,0,0,0,2
397,Noche,1,1,1,3
398,Dia,0,0,0,2
399,Dia,0,0,0,2
400,Dia,0,0,1,2
401,Dia,0,0,0,2
402,Dia,0,0,1,4
403,Dia,0,0,0,1
404,Dia,0,0,0,0
405,Dia,0,0,0,4
406,Noche,0,0,1,3
407,Dia,0,0,0,4
408,Noche,0,0,0,4
409,Dia,0,0,0,1
410,Noche,0,0,0,2
411,Noche,0,0,0,5
412,Noche,0,0,0,1
413,Noche,0,0,0,2
414,Dia,0,0,0,3
415,Dia,1,1,1,0
416,Dia,1,1,1,3
417,Dia,0,0,0,3
418,Dia,0,0,0,2
419,Noche,0,0,0,2
420,Dia,0,0,0,2
421,Noche,1,1,0,2
422,Dia,0,0,0,3
423,Noche,0,0,0,2
424,Noche,0,1,0,1
425,Dia,0,0,1,3
426,Noche,0,0,0,2
427,Dia,0,0,0,1
428,Dia,0,0,0,2
429,Noche,0,0,0,0
430,Noche,0,0,0,4
431,Dia,0,0,0,1
432,Dia,0,0,0,2
433,Dia,0,0,0,2
434,Dia,0,0,1,1
435,Dia,0,0,0,2
436,Noche,0,0,0,1
437,Dia,0,0,0,3
438,Noche,0,0,0,4
439,Dia,0,0,0,3
440,Dia,0,0,0,5
441,Noche,0,0,0,4
442,Dia,0,0,0,1
443,Dia,0,0,0,2
444,Dia,0,0,0,3
445,Noche,1,1,1,1
446,Dia,0,0,0,1
447,Noche,0,0,0,2
448,Dia,0,0,0,3
449,Noche,0,0,0,2
450,Dia,0,0,0,2
451,Dia,0,0,0,0
452,Noche,1,1,1,4
453,Dia,0,0,0,1
454,Dia,0,0,0,1
455,Dia,0,0,0,2
456,Noche,0,0,0,5
457,Noche,0,1,0,2
458,Noche,0,0,0,4
459,Dia,1,1,1,4
460,Dia,0,0,0,5
461,Noche,0,0,0,2
462,Noche,0,0,0,3
463,Dia,0,0,0,1
464,Noche,0,0,0,5
465,Noche,0,0,0,5
466,Noche,0,0,0,2
467,Dia,0,0,0,3
468,Noche,0,0,0,2
469,Noche,0,0,0,3
470,Noche,0,0,0,2
471,Dia,0,0,0,0
472,Dia,1,1,1,4
473,Dia,0,0,0,5
474,Noche,0,0,0,1
475,Noche,1,1,0,1
476,Dia,0,0,0,1
477,Noche,0,0,0,3
478,Dia,0,0,0,1
479,Noche,0,0,0,3
480,Noche,0,0,0,2
481,Noche,0,0,0,1
482,Dia,1,1,1,5
483,Dia,0,0,0,4
484,Dia,0,0,0,2
485,Dia,0,0,0,1
486,Noche,0,0,0,3
487,Noche,0,0,0,1
488,Noche,0,0,0,3
489,Noche,1,1,0,2
490,Noche,0,0,0,1
491,Dia,0,0,0,2
492,Noche,1,1,1,1
493,Dia,0,0,0,5
494,Noche,0,0,0,2
495,Dia,0,0,0,0
496,Noche,0,0,0,0
497,Noche,0,0,0,3
498,Noche,0,0,0,1
499,Dia,0,1,0,2
500,Noche,0,0,1,1
501,Dia,0,1,1,1
502,Noche,1,1,1,2
503,Noche,1,1,0,3
504,Dia,0,0,0,3
505,Dia,0,0,0,4
506,Dia,0,0,0,2
507,Dia,0,1,0,2
508,Noche,0,0,0,3
509,Dia,0,0,0,2
510,Noche,0,0,0,3
511,Dia,0,0,0,5
512,Noche,0,0,0,0
513,Dia,0,0,0,4
514,Noche,0,0,0,1
515,Noche,0,0,0,0
516,Noche,0,0,0,2
517,Dia,0,0,0,1
518,Noche,0,0,0,2
519,Noche,0,0,0,1
520,Noche,0,0,0,1
521,Dia,1,1,1,2
522,Noche,0,0,0,4
523,Noche,0,0,0,4
524,Dia,0,0,0,2
525,Dia,1,0,1,1
526,Dia,0,0,0,0
527,Dia,0,0,0,3
528,Noche,0,0,0,1
529,Noche,0,0,0,5
530,Dia,0,0,0,3
531,Dia,1,1,1,3
532,Dia,0,0,0,4
533,Dia,0,1,0,2
534,Dia,0,0,0,3
535,Dia,0,0,0,2
536,Dia,0,1,0,5
537,Noche,0,0,0,2
538,Noche,0,0,0,2
539,Dia,0,0,0,2
540,Dia,0,0,1,4
541,Noche,0,0,0,3
542,Dia,0,0,0,4
543,Noche,0,0,0,3
544,Dia,0,0,0,2
545,Dia,0,0,0,3
546,Dia,0,0,0,1
547,Dia,0,0,0,4
548,Noche,0,0,0,4
549,Noche,0,0,0,1
550,Dia,0,0,0,0
551,Dia,0,0,0,2
552,Noche,0,0,0,2
553,Dia,0,0,0,4
554,Noche,0,0,0,2
555,Noche,0,0,1,2
556,Noche,0,0,0,1
557,Dia,0,0,0,4
558,Dia,0,0,0,2
559,Dia,0,0,0,1
560,Dia,0,0,0,1
561,Noche,0,0,0,2
562,Noche,0,0,0,2
563,Noche,1,1,1,2
564,Dia,1,1,1,4
565,Noche,0,0,0,5
566,Noche,0,0,0,2
567,Noche,0,0,0,2
568,Dia,0,0,0,2
569,Noche,0,0,0,2
570,Dia,0,0,0,2
571,Dia,0,1,0,3
572,Noche,0,0,0,3
573,Dia,0,0,0,0
574,Dia,0,0,0,4
575,Noche,0,0,0,1
576,Noche,0,0,0,3
577,Noche,0,0,1,2
578,Dia,0,0,0,2
579,Noche,0,0,1,2
580,Noche,0,0,0,3
581,Noche,0,0,0,3
582,Dia,0,0,0,2
583,Noche,0,0,1,5
584,Dia,1,1,1,1
585,Dia,0,0,0,3
586,Dia,0,0,0,4
587,Dia,0,0,0,2
588,Noche,0,0,0,1
589,Dia,1,1,1,2
590,Noche,0,0,0,1
591,Noche,0,0,0,5
592,Dia,0,0,0,3
593,Dia,1,1,1,3
594,Dia,0,0,1,4
595,Dia,1,1,1,2
596,Noche,0,0,0,1
597,Dia,0,0,1,3
598,Dia,0,1,0,0
599,Dia,0,1,0,0
600,Noche,0,0,0,1
601,Noche,0,0,0,1
602,Dia,0,0,0,1
603,Noche,0,0,0,4
604,Dia,0,0,0,1
605,Dia,0,0,0,2
606,Noche,1,1,1,2
607,Noche,0,1,0,3
608,Noche,0,0,0,2
609,Noche,0,0,0,1
610,Dia,0,0,0,2
611,Noche,0,0,0,3
612,Dia,0,0,0,1
613,Dia,0,0,0,3
614,Dia,0,1,0,2
615,Noche,0,0,0,4
616,Noche,0,0,0,3
617,Noche,0,0,0,2
618,Noche,0,0,0,2
619,Dia,0,0,1,2
620,Noche,0,0,0,3
621,Noche,0,0,0,1
622,Dia,0,0,0,4
623,Noche,0,0,0,1
624,Dia,0,1,0,3
625,Noche,0,0,0,3
626,Noche,0,0,0,2
627,Dia,0,0,0,0
628,Noche,0,0,0,2
629,Noche,0,0,0,2
630,Noche,0,0,0,5
631,Dia,0,0,0,2
632,Dia,0,0,0,2
633,Dia,0,0,0,2
634,Dia,0,0,0,1
635,Noche,0,0,1,1
636,Dia,0,0,0,3
637,Noche,1,1,0,3
638,Noche,0,0,0,2
639,Dia,0,0,0,2
640,Noche,0,0,0,0
641,Noche,0,0,0,3
642,Noche,0,0,0,1
643,Dia,1,1,1,2
644,Dia,0,0,0,3
645,Noche,0,0,0,1
646,Noche,0,0,0,4
647,Dia,0,0,0,3
648,Noche,0,0,0,4
649,Dia,0,0,0,3
650,Dia,0,1,1,5
651,Dia,0,0,0,2
652,Noche,0,0,0,0
653,Noche,0,0,1,2
654,Noche,0,0,0,5
655,Dia,0,1,0,1
656,Dia,0,1,0,1
657,Dia,0,0,0,1
658,Dia,0,0,0,0
659,Noche,0,0,0,3
660,Dia,0,0,0,0
661,Dia,0,0,1,3
662,Dia,0,0,0,4
663,Noche,0,0,0,1
664,Noche,0,0,0,1
665,Noche,0,0,0,3
666,Dia,0,0,1,2
667,Dia,0,1,0,3
668,Dia,0,0,0,3
669,Dia,0,0,0,2
670,Dia,0,0,0,2
671,Dia,0,1,0,5
672,Dia,0,0,1,0
673,Dia,0,0,1,2
674,Noche,0,0,0,2
675,Noche,1,1,1,2
676,Dia,0,0,0,3
677,Dia,0,0,0,2
678,Noche,0,0,0,1
679,Dia,0,0,0,2
680,Dia,0,0,0,1
681,Dia,0,0,0,2
682,Dia,0,0,0,2
683,Noche,0,0,0,4
684,Dia,0,0,0,0
685,Noche,0,0,0,0
686,Dia,0,0,0,1
687,Noche,0,0,0,2
688,Dia,0,0,0,1
689,Noche,0,0,0,1
690,Dia,0,0,0,2
691,Dia,0,1,0,2
692,Noche,0,0,0,3
693,Noche,0,0,0,0
694,Dia,0,0,0,2
695,Noche,0,0,0,0
696,Dia,0,0,0,4
697,Noche,0,0,0,2
698,Noche,0,0,0,0
699,Noche,0,0,0,2
700,Dia,0,0,0,3
701,Noche,0,0,0,1
702,Dia,0,0,0,1
703,Noche,0,0,0,1
704,Dia,0,0,0,5
705,Noche,0,0,0,2
706,Dia,0,0,0,1
707,Dia,0,0,0,3
708,Noche,0,1,0,3
709,Noche,0,0,0,4
710,Noche,0,0,0,3
711,Noche,0,0,0,3
712,Dia,0,0,0,4
713,Noche,0,0,0,3
714,Noche,0,0,0,1
715,Noche,0,0,0,1
716,Dia,0,0,0,5
717,Noche,0,0,0,2
718,Noche,0,0,0,4
719,Noche,0,0,0,1
720,Dia,1,1,0,3
721,Dia,0,0,0,2
722,Noche,0,0,0,4
723,Noche,0,0,0,1
724,Noche,0,0,0,0
725,Noche,0,0,0,2
726,Dia,1,1,1,3
727,Dia,0,0,0,3
728,Dia,0,0,0,4
729,Noche,0,0,0,2
730,Noche,1,1,1,4
731,Dia,0,0,0,0
732,Dia,0,0,0,1
733,Dia,0,0,0,2
734,Noche,1,1,1,4
735,Noche,0,0,0,2
736,Noche,0,0,0,1
737,Noche,0,0,0,2
738,Noche,0,0,1,1
739,Noche,0,0,0,2
740,Dia,0,0,0,2
741,Noche,0,0,0,3
742,Dia,0,0,0,1
743,Dia,1,1,1,3
744,Dia,0,0,0,2
745,Dia,0,0,0,2
746,Dia,0,0,0,1
747,Noche,0,0,0,2
748,Noche,0,0,0,4
749,Dia,0,0,0,3
750,Noche,0,1,0,1
751,Noche,0,0,0,2
752,Noche,0,0,0,2
753,Noche,0,0,0,3
754,Noche,0,0,0,1
755,Noche,0,0,0,3
756,Dia,0,0,0,0
757,Noche,0,0,0,1
758,Noche,0,0,0,2
759,Dia,0,0,1,1
760,Dia,0,0,1,2
761,Dia,0,0,0,3
762,Dia,1,1,1,3
763,Dia,0,0,1,1
764,Noche,0,1,0,1
765,Noche,0,0,0,2
766,Noche,0,0,0,0
767,Dia,0,0,0,2
768,Noche,0,0,0,2
769,Noche,0,0,0,2
770,Dia,0,1,0,3
771,Dia,0,0,0,0
772,Noche,0,0,1,4
773,Dia,0,0,0,1
774,Dia,0,1,0,4
775,Dia,0,1,0,1
776,Dia,0,0,0,1
777,Noche,0,0,0,2
778,Dia,0,0,0,2
779,Noche,1,1,1,4
780,Dia,0,0,0,3
781,Noche,0,0,0,3
782,Noche,1,1,1,2
783,Dia,0,0,0,1
784,Dia,0,0,0,3
785,Dia,0,0,0,2
786,Noche,0,0,0,1
787,Dia,0,0,0,2
788,Dia,0,0,0,3
789,Noche,0,0,0,4
790,Noche,0,0,0,5
791,Noche,1,1,1,5
792,Dia,0,0,0,0
793,Dia,0,1,0,1
794,Dia,1,1,1,3
795,Dia,0,0,0,1
796,Noche,1,1,1,2
797,Dia,0,0,0,3
798,Noche,0,0,0,5
799,Noche,0,0,0,3
800,Noche,0,0,0,2
801,Noche,0,0,1,1
802,Dia,0,0,0,3
803,Dia,0,0,0,3
804,Dia,1,1,0,2
805,Noche,0,0,0,0
806,Dia,0,0,0,2
807,Noche,0,0,0,5
808,Dia,0,0,1,1
809,Dia,0,0,0,2
810,Dia,0,0,1,1
811,Noche,0,0,0,3
812,Dia,0,0,0,2
813,Noche,0,0,0,3
814,Dia,1,1,1,4
815,Noche,0,0,0,1
816,Noche,0,0,0,3
817,Dia,0,0,0,0
818,Noche,0,0,0,1
819,Noche,1,1,1,3
820,Noche,0,0,0,1
821,Noche,0,0,0,0
822,Dia,0,0,0,3
823,Noche,1,0,1,1
824,Noche,0,0,0,4
825,Noche,0,0,0,2
826,Noche,0,0,0,1
827,Noche,0,0,0,3
828,Dia,1,1,1,3
829,Noche,0,1,1,5
830,Noche,0,0,0,0
831,Noche,0,0,0,0
832,Noche,0,1,0,3
833,Dia,0,0,0,2
834,Dia,0,1,0,4
835,Dia,0,0,0,3
836,Dia,0,1,0,1
837,Noche,0,0,1,0
838,Dia,0,0,0,2
839,Noche,0,0,0,3
840,Noche,1,1,0,2
841,Noche,0,0,0,5
842,Dia,0,0,0,4
843,Dia,0,0,0,3
844,Dia,1,1,1,2
845,Noche,0,0,1,2
846,Dia,0,0,0,2
847,Dia,0,0,0,2
848,Noche,0,0,0,1
849,Dia,1,1,1,0
850,Dia,0,1,1,4
851,Dia,0,0,0,0
852,Noche,0,0,0,3
853,Noche,0,0,0,1
854,Dia,0,0,0,1
855,Noche,0,0,0,4
856,Dia,0,1,0,2
857,Dia,1,1,1,4
858,Dia,0,0,0,3
859,Noche,0,0,0,3
860,Noche,0,0,0,1
861,Noche,0,0,0,3
862,Dia,1,1,1,3
863,Dia,1,1,1,3
864,Dia,0,0,0,3
865,Dia,0,1,0,1
866,Dia,0,0,0,4
867,Dia,0,0,0,2
868,Noche,0,0,0,1
869,Noche,1,1,1,3
870,Dia,0,0,0,0
871,Noche,0,0,0,2
872,Noche,0,0,1,1
873,Noche,0,1,0,1
874,Dia,0,0,0,1
875,Dia,0,0,0,4
876,Dia,0,0,0,4
877,Dia,0,0,0,0
878,Noche,0,0,0,1
879,Dia,0,0,0,2
880,Noche,1,1,1,4
881,Dia,0,0,0,0
882,Noche,0,0,0,2
883,Dia,0,0,0,3
884,Noche,0,0,0,2
885,Dia,0,0,1,3
886,Dia,0,0,0,3
887,Noche,0,0,1,4
888,Dia,0,0,0,2
889,Noche,0,0,0,1
890,Dia,0,0,0,4
891,Dia,0,0,0,1
892,Noche,0,0,1,2
893,Dia,0,0,0,2
894,Dia,0,0,0,3
895,Dia,0,0,1,2
896,Dia,0,0,0,5
897,Dia,0,0,0,1
898,Noche,0,0,0,1
899,Noche,0,0,0,2
900,Noche,0,0,0,1
901,Noche,0,0,1,2
902,Dia,0,0,0,1
903,Dia,0,0,0,0
904,Dia,1,1,1,2
905,Dia,0,0,0,2
906,Noche,0,0,0,2
907,Noche,0,0,0,2
908,Dia,0,0,1,0
909,Dia,0,0,0,0
910,Dia,0,0,0,5
911,Noche,1,1,1,3
912,Noche,0,0,0,3
913,Noche,0,0,0,2
914,Dia,0,1,0,5
915,Dia,0,0,0,0
916,Dia,0,0,0,4
917,Dia,0,0,0,2
918,Dia,0,0,0,0
919,Dia,0,0,0,1
920,Dia,0,0,1,4
921,Dia,0,0,1,3
922,Noche,0,0,0,1
923,Noche,0,0,0,1
924,Dia,0,0,0,2
925,Dia,0,0,0,3
926,Noche,0,0,0,2
927,Dia,0,0,0,0
928,Dia,0,0,0,4
929,Noche,0,0,0,3
930,Noche,0,0,0,3
931,Dia,0,0,1,2
932,Noche,0,0,0,4
933,Dia,0,0,0,1
934,Dia,0,0,0,4
935,Noche,0,0,0,1
936,Dia,0,0,0,3
937,Dia,0,0,0,5
938,Noche,0,0,0,1
939,Dia,0,0,0,2
940,Dia,0,0,1,3
941,Dia,0,0,0,2
942,Dia,0,1,1,4
943,Dia,0,0,0,2
944,Noche,0,0,0,2
945,Noche,0,0,0,4
946,Dia,0,0,1,3
947,Noche,0,0,0,1
948,Dia,1,1,0,2
949,Noche,0,0,0,4
950,Noche,0,1,0,3
951,Dia,1,1,1,5
952,Noche,0,0,0,1
953,Noche,0,0,0,1
954,Noche,0,0,1,0
955,Dia,0,0,0,4
956,Dia,0,0,0,2
957,Dia,0,0,0,2
958,Noche,0,0,0,0
959,Noche,0,0,0,0
960,Dia,0,0,0,1
961,Noche,0,0,1,2
962,Dia,0,0,0,4
963,Noche,1,0,0,1
964,Noche,1,0,1,2
965,Noche,0,0,0,1
966,Noche,0,0,0,1
967,Noche,0,1,0,1
968,Dia,0,0,0,2
969,Dia,0,0,0,1
970,Noche,0,0,0,3
971,Dia,0,0,0,2
972,Noche,0,0,0,2
973,Dia,0,0,0,1
974,Noche,0,0,0,3
975,Dia,0,0,0,5
976,Noche,0,0,0,3
977,Noche,1,1,1,3
978,Dia,0,0,0,2
979,Noche,0,0,0,1
980,Noche,0,0,1,3
981,Noche,0,1,0,2
982,Noche,1,1,1,4
983,Noche,0,0,0,0
984,Dia,0,0,0,3
985,Noche,0,0,0,5
986,Noche,0,0,0,1
987,Noche,0,0,0,2
988,Dia,0,0,0,2
989,Dia,0,0,0,2
990,Noche,0,0,0,4
991,Dia,0,0,0,2
992,Noche,0,0,1,2
993,Dia,0,0,0,1
994,Noche,0,0,0,1
995,Noche,0,0,0,1
